id,last_modified,name,description,poi_type,lat,lon,address_complete,capacity,contact_phone,contact_email,related_url
35,2023-07-18,Convento di S. Antonio di Azzio,"a 1,5 km NW da Orino ,",religion,45.88568467056309,8.703472113865077,"21030, Orino, VA", ,, , 
36,2023-07-18,Orino,"Arrivo T02 e Partenza T03 Lombardia. ,Centro Abitato con possibilità di pernottamento","village,amenity-townhall",45.88303718381315,8.717831470610220,"Piazza XI Febbraio, N. 1, 21030, Orino, VA", ,332630517,comune.orino.va@halleypec.it,http://www.comune.orino.va.it/
37,2023-07-18,Cerro di Caldana,"Borgo a 400 m dal percorso. ,Centro Abitato con Possibilità di ristorazione","fountain,village",45.87131,8.69864,"21034, Cocquio-Trevisago, VA", ,332975151, , 
38,2023-07-18,Gavirate,"Paese sul Lago di Varese.,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia","village,amenity-townhall",45.84105782624591,8.719721209458081,"Piazza Matteotti, N. 8, 21026, Gavirate, VA", ,0332748222 ,info.comune.gavirate@pec.regione.lombardia.it,http://www.comune.gavirate.va.it/
39,2023-07-18,Chiostro di Voltorre,,punctual-architectural-element,45.83421160002843,8.734830662437368,"Piazza Chiostro, N. 23, 21026, Gavirate, VA", ,, ,https://www.provincia.va.it/code/11599/Chiostro-di-Voltorre
40,2023-07-18,BUS Gavirate,"Linea N21 CTPI,",highway-bus-stop,45.84470,8.71521,"Via Mazzini, N. 2, 21026, Gavirate, VA", ,,bigliettazione@ctpi.it,https://www.ctpi.it/
41,2023-07-18,Bardello,"frazione dell'Unione dei Comuni Ovest Lago di Varese. ,Centro Abitato con possibilità di pernottamento e ristorazione",village,45.83497458081214,8.698093521669826,"Via Matteotti, N. 2, 21020, Bardello con Malgesso e Bregano, VA", ,332706691,protocollo@comune.bardelloconmalgessoebregano.va.it,https://www.comune.bardelloconmalgessoebregano.va.it/hh/index.php
42,2023-07-18,BUS Bardello,"Linea N21 CTPI,",highway-bus-stop,45.84174411275504,8.695905899756783,"Via Marconi, N. 21, 21020, Bardello, VA", ,,bigliettazione@ctpi.it,https://www.ctpi.it/
43,2023-07-18,Bregano,"frazione dell'Unione dei Comuni Ovest Lago di Varese a 500 m dal tracciato E1. ,Centro Abitato con possibilità di pernottamento e ristorazione","amenity-townhall,village",45.82433056232386,8.686762154495888,"21020, Bardello con Malgesso e Bregano, VA", ,332706691,protocollo@comune.bardelloconmalgessoebregano.va.it,https://www.comune.bardelloconmalgessoebregano.va.it/hh/index.php
44,2023-07-18,BUS Bregano,"Linea N21 CTPI,",highway-bus-stop,45.825524792888125,8.690146550733788,"ia Mazzini,  21020, Bregano, VA", ,,bigliettazione@ctpi.it,https://www.ctpi.it/
45,2023-07-18,Biandronno,"Paese a ! KM dal tracciato E1. ,Centro Abitato con possibilità di pernottamento e ristorazione","amenity-townhall,village",45.82154740916176,8.71342972700858,"Piazza Cavour , N. 10, 21024, Biandronno, VA", ,332766131,ufficiosegreteria@comune.biandronno.va.it,https://comune.biandronno.va.it/
46,2023-07-18,BUS Biandronno,"Linea N21 CTPI,",highway-bus-stop,45.82789826557024,8.711244208681485,"Viale Rimembranze, N. 41, 21024, Biandronno, VA", ,,bigliettazione@ctpi.it,https://www.ctpi.it/
47,2023-07-18,Travedona Monate,"Paese a 200 m dal tracciato E1. ,Centro Abitato con possibilità di pernottamento e ristorazione","amenity-townhall,village",45.80298505435714,8.675753732241219,"Via Don Sturzo, N. 40, 21040, Travedona Monate, VA", ,332787611,comune.travedonamonate.va@halleycert.it,https://www.comune.travedonamonate.va.it/hh/index.php
48,2023-07-18,BUS Travedona,"Linea N21 CTPI,",highway-bus-stop,45.79489,8.67850,"Via Matteotti incr Via Leopardi,  21040, Travedona Monate, VA", ,,bigliettazione@ctpi.it,https://www.ctpi.it/
49,2023-07-18,Stazione FS Travedona Biandronno,"Stazione FS,",train-station,45.80960,8.69628,"Via alla Stazione, N. 5, 21028, Monteggia, VA", ,, , 
50,2023-07-18,Cadrezzate,"a 3 km dal sentiero E1. ,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",village,45.797100716900474,8.643796105987775,"Via Vittorio Veneto, N. 29, Loc. Cadrezzate, 21062, Cadrezzate con Osmate, VA", ,331953102,comune.cadrezzateconosmate@halleypec.it,http://www.comune.cadrezzateconosmate.va.it/hh/index.php
51,2023-07-18,Sabbioni di Cadrezzate,"sito archeologico palafitticolo,",historical,4579621963799020,8.649242302457655,"Loc. Cadrezzate, 21062, Cadrezzate Osmate, VA", ,, , 
52,2023-07-18,Ufficio Turistico Cadrezzate,"Ufficio Turistico di Cadrezzate con Osmate,",tourist-information,40.80257,8.64176,"Via Vittorio Veneto , N. 1, Loc. Cadrezzate, 21062, Cadrezzate Osmate, VA", ,331953102, , 
53,2023-07-18,BUS Osmate,"Linea N21 CTPI,",highway-bus-stop,45.78942160352651,8.659214919335211,"Via Marconi, N. 41, Loc. Osmate, 21018, Cadrezzate Osmate, VA", ,,bigliettazione@ctpi.it,https://www.ctpi.it/
54,2023-07-18,Osmate centro,"Arrivo T02 e partenza T03 E1 Lombardia a 1 km dal percorso principale unito al Comune di Cadrezzate.,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",village,45.78939935027807,8.65892134179337,"Via Maggiore , N. 1, Loc. Osmate, 21018, Cadrezzate con Osmate, VA", ,0331953160 ,comune.cadrezzateconosmate@halleypec.it,http://www.comune.cadrezzateconosmate.va.it/hh/index.php
55,2023-07-18,Lentate Verbano,"Linea N21 CTPI; 0,2 km dal percorso E1. ,Centro Abitato con Possibilità di ristorazione",highway-bus-stop,45.76093131851545,8.64879316867916,"Via Lentate, Loc. Lentate Verbano, 21018, Sesto Calende, VA", ,331928411,bigliettazione@ctpi.it,https://www.ctpi.it/
56,2023-07-18,Sesto Calende,"Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",city,45.72392490995215,8.650162116799896,"Piazza Cesare da Sesto, N. 1, 21018, Sesto Calende, VA", ,331928411,info@comune.sesto-calende.va.it,http://www.comune.sesto-calende.va.it/hh/index.php
57,2023-07-18,Ufficio Turistico Sesto Cakende ,"Ufficio Tueistico di Sesto Calende,",tourist-information,45.72398,8.63219,"Viale Italia, N. 6, 21018, Sesto Calende, VA", ,331919874,infopoint@prosestocalende.it, 
58,2023-07-18,Bus Sesto Calende,"Linea N25 CTPI,",highway-bus-stop,45.725434,8.633401,"Via Matteotti, N. 45, 21018, Sesto Calende, VA", ,,bigliettazione@ctpi.it,https://www.ctpi.it/
59,2023-07-18,Stazione Feroviaria Sesto Calende,,train-station,45.726227,8.628230,"Piazza Stazione, N. 10, 21018, Sesto Calende, VA", ,, , 
60,2023-07-18,Abbazia di San Donato,"Abbazia del X secolo ,","punctual-architectural-element,religion,historical",45.72997714131766,8.632623695778024,"Via San Donato, N. 6, 21018, Sesto Calende, VA", ,, , 
61,2023-07-18,Coarezza,"Frazione a 500 m dal percorso. ,Centro Abitato con possibilità di pernottamento e ristorazione",village,45.6825,8.64277,"Loc. Coarezza, 21019, Somma Lombardo, VA", ,331899011,protocollo@comune.sommalombardo.va.it,https://www.comune.sommalombardo.va.it/
62,2023-07-18,Somma Lombardo Centro,"a 4 km dal percorso E1. ,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",city,45.78939935027807,8.65892134179337,"Piazzale Vittorio Veneto, N. 2, 21019, Somma Lombardo, VA", ,331899011,protocollo@comune.sommalombardo.va.it,https://www.comune.sommalombardo.va.it/
63,2023-07-18,Ufficio Turistico Somma Lombardo,"a 4 km dal percorso E1, Ufficio Turistico di Somma Lombardo,",tourist-information,45.7893994,8.6589213,"Piazzale Vittorio Veneto, N. 2, 21019, Somma Lombardo, VA", ,331989095,iatsommalombardo@provincia.va.it,http://www.vareselandoftourism.com/code/15408/IAT-Somma-Lombardo
64,2023-07-18,Bus Somma Lombardo,"a 4 km dal percorso E1. Linea B50,",highway-bus-stop,45.78939935027807,8.65892134179337,"21019, Somma Lombardo, VA", ,, , 
65,2023-07-18,Stazione FS Somma Lombardo,"a 4 km dal percorso E1,",train-station,45.68641,8.71294,"Viale Maspero,  21019, Somma Lombardo, VA", ,, , 
66,2023-07-18,Ostello del Panperduto,"Arrivo T04 e partenz T05,",ostello,45.67088354178911,8.683134286356315,"Via Lungo Canale Villoresi, N. 4, 21019, Somma Lombardo, VA", ,331259752, ,https://www.etvilloresi.it/index.php/ostello-panperduto/
67,2023-07-18,Maddalena,"a 1 KM dal percorso E1. ,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti",village,45.6613,8.68361,"Loc. Maddalena, 21019, Somma Lombardo, VA", ,331899011,protocollo@comune.sommalombardo.va.it,https://www.comune.sommalombardo.va.it/
68,2023-07-18,Vizzola Ticino,"a 0,5 km dal percorso E1. ,Centro Abitato con possibilità di pernottamento e ristorazione",village,45.62765696192035,8.681065095003246,"Piazza Marconi, N. 25, 21010, Vizzola Ticino, VA", ,331230819,info@comune.vizzolaticino.va.it,https://www.comune.vizzolaticino.va.it/hh/index.php
69,2023-07-18,Tornavento,"a 1,5 km dal percorso E1. ,Centro Abitato con possibilità di pernottamento, ristorazione e farmacia",village,45.582982149659735,8.710062423152058,"Loc. Tornavento, 21015, Lonate Pozzolo, VA", ,331303511,comune@lonatepozzolo.legalmailpa.it,https://www.comune.lonatepozzolo.va.it/
70,2023-07-18,Autobus Tornavento,"a 1,5 km dal percorso E1, Linea 355 ,",highway-bus-stop,45.58422612421875,8.717031736761566,"Via Sant'Anna, Loc. Tornavento, 21015, Lonate Pozzolo, VA", ,, , 
71,2023-07-18,Stazione FS Turbigo,,train-station,45.52833378315945,8.73878957078765,"Via Stazione,  20029, Turbigo, MI", ,, , 
72,2023-07-18,Bus Turbigo,"Linea Movibus Z641,",highway-bus-stop,45.529569952962795,8.738632045159331,"Via Allea Comunale, N. 12, 20029, Turbigo, MI", ,, , 
73,2023-07-18,Infopoint Turistico Turbigo,"Uficio Turistico Turbigo,",tourist-information,45.528405340936345,8.7345340269832,"Via Volta, N. 3, 20029, Turbigo, MI", ,, , 
74,2023-07-18,Turbigo,"arrivo T05 e partenza T06. ,Centro Abitato con possibilità di pernottamento, ristorazione e farmacia",village,45.52859128675196,8.734748046267814,"Via Roma, N. 39, 20029, Turbigo, MI", ,331899143,https://www.comune.turbigo.mi.it/#,https://www.comune.turbigo.mi.it/
75,2023-07-18,Castelletto di Cuggiono,"Linea Movibus Z641.,Centro Abitato con Possibilità di ristorazione",village,45.49950508772554,8.794324836112775,"Loc. Castelletto, 20012, Cuggiono, MI", ,2972631, ,https://www.comune.cuggiono.mi.it/
76,2023-07-18,Villa Clerici,"Villa e Parco sul Naviglio Grande,",punctual-architectural-element,45.4983842217794,8.793833022090334,"Via al Ponte 56, N. 55, Loc. Castelletto, 20012, Cuggiono, MI", ,, ,https://fondoambiente.it/luoghi/villa-clerici-sul-naviglio-grande-frazione-castelletto?ldc
77,2023-07-18,Bernate Ticino,",Centro Abitato con possibilità di pernottamento e ristorazione",village,45.47917637332438,8.816628593140209,"20010, Bernate Ticino, MI", ,29754002,http://www.comune.bernateticino.mi.it/,http://www.comune.bernateticino.mi.it/
78,2023-07-18,Bus Bernate Ticino,"Linea Movibus Z641,",highway-bus-stop,45.479139961467794,8.81958846696658,"Via Vittorio Veneto, N. 12, 20010, Bernate Ticino, MI", ,, , 
79,2023-07-18,Boffalora sopra Ticino,",Centro Abitato con possibilità di pernottamento e ristorazione",village,45.46726,8.83060,"20010, Boffalora sopra Ticino, MI", ,29723811,comune@boffaloraticino.it,https://boffaloraticino.it/turismo/ospitalita/
80,2023-07-18,BUS Boffalora sopra Ticino,"Linee Movibus Z559, Z620, Z641,",highway-bus-stop,45.468622735742564,834418610162418,"Via Roma, N. 28, 20010, Boffalora sopra Ticino, MI", ,, ,http://www.movibus.it/
81,2023-07-18,Ponte Nuovo (Magenta),"Frazione di Magenta. ,Centro Abitato con Possibilità di ristorazione",village,45.460840506153254,8.850698974623967,"Via Ugo Foscolo, N. 1, 20013, Magenta, MI", ,297351,urp@comune.magenta.mi.it,https://comune.magenta.mi.it/
82,2023-07-18,Ponte Vecchio (Magenta),"Frazione di Magenta.,Centro Abitato con possibilità di pernottamento, ristorazione e farmacia",village,45.452307003905275,8.86002673092112,"Via Isonzo,  20013, Magenta, MI", ,297351,urp@comune.magenta.mi.it,https://comune.magenta.mi.it/
83,2023-07-18,Robecco sul Naviglio,"Borgo con numerose ville storiche.,Centro Abitato con possibilità di pernottamento, ristorazione e farmacia",village,45.43792503851555,8.884597067049002,",  20087, Robecco Sul Naviglio, MI", ,29497801,info@comune.robeccosulnaviglio.mi.it,https://www.comune.robeccosulnaviglio.mi.it/hh/index.php
84,2023-07-18,Bus Robecco sul Naviglio,"Linea Movibus Z559,",highway-bus-stop,45.43947666599750,8.885613743159023,"Via XXV Aprile,  20087, Robecco Sul Naviglio, 0", ,, ,http://www.movibus.it/
85,2023-07-18,Cassinetta di Lugagnano,",Centro Abitato con possibilità di pernottamento, ristorazione e farmacia",village,45.42052876405461,8.907815626647809,"Piazza Negri,  20081, Cassinetta di Lugagnano, MI", ,390286894035,comune.cassinettadilugagnano@pec.regione.lombardia.it,https://www.comune.cassinettadilugagnano.mi.it/hh/index.php
86,2023-07-18,BUS Cassinetta di Lugagnano,"Linea Movibus Z559,",highway-bus-stop,45.42423760930615,8.905351829446294,"20081, Cassinetta di Lugagnano, MI", ,, ,http://www.movibus.it/
87,2023-07-18,BUS Abbiategrasso,"Lineee Movibus Z551 Z553 Z559,",highway-bus-stop,45.397572737491444,8.920036255976207,"Via Felice Cavallotti,  20081, Abbiategrasso, MI", ,, ,http://www.movibus.it/
88,2023-07-18,Stazione FS Abbiategrasso,,train-station,45.397686007751,8.920090745405439,"Via Felice Cavallotti,  20081, Abbiategrasso, MI", ,, , 
89,2023-07-18,Convento dell'Annunziata,,"religion,punctual-architectural-element",45.4031627861775,8.922921803754177,"Via Pontida,  20081, Abbiategrasso, MI", ,, , 
90,2023-07-18,Chiesa di San Pietro,,"religion,punctual-architectural-element",45.40338784427784,8.914980788928775,"Corso San Pietro,  20081, Abbiategrasso, MI", ,, , 
91,2023-07-18,Castello Visconteo,,historical,4539873015090930,8.919713945114514,"Piazza Castello,  20081, Abbiategrasso, MI", ,, , 
92,2023-07-18,Ufficio Turistico Abbiategrasso,,tourist-information,45.39854028118264,8.918941222555127,"Castelo Visconteo, piazza Castello,  20081, Abbiategrasso, MI", ,294692457,infopoint@comune.abbiategrasso.mi.it,https://turismo.parcoticino.it/?strutture=sportello-informazione-turistica-comune-abbiategrasso
93,2023-07-18,Abbiategrasso,"Arrivo T06 e partenza T07. ,Città con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",city,45.39886978118709,8.916409300638579,"Piazza Marconi,  20081, Abbiategrasso, MI", ,2946921,proocollo@comune.abbiategrasso.mi.ittocollo@comune.abbiategrasso.mi.it,https://www.comune.abbiategrasso.mi.it/
94,2023-07-18,Morimondo,",Centro Abitato con Possibilità di ristorazione",village,45.35601946502008,8.955123106213296,"20081, Morimondo, MI", ,294961911,ufficiosegreteria@comune.morimondo.mi.it,https://www.comune.morimondo.mi.it/it-it/home
95,2023-07-18,BUS Morimondo,"Linea Movibus Z556,",highway-bus-stop,45.35647354900433,8.955302158099208,"Via Roma,  20081, Morimondo, MI", ,, ,http://www.movibus.it/
96,2023-07-18,Abbazia Cistercense,,"historical,religion",45.35226929392689,8.954854726476958,"Piazza Municipio,  20081, Morimondo, MI", ,,fondazione@abbaziamorimondo.it,https://www.abbaziamorimondo.it/
97,2023-07-18,Motta Visconti,"a 500 m dal Percorso E1. ,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",village,45.29024236678334,8.99912E+15,"Piazza San Rocco ,  20086, Motta Visconti, MI", ,290008111,segreteria@pec.comune.mottavisconti.mi.it,https://comune.mottavisconti.mi.it/
98,2023-07-18,Bus Motta Visconti,"Linee Movibus Z509, Z516,",highway-bus-stop,45.28593494929816,8.995281601273375,"Via Vittorio Veneto (Grattacielo),  20086, Motta Visconti, MI", ,, ,http://www.movibus.it/
99,2023-07-18,Casorate Primo,"a 1,2 km dal percorso E1. ,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",village,45.3099978731462,9.012680751231578,"Via Dall'orto,  27022, Casorate Primo, PV", ,290519511,info@comune.casorateprimo.pv.it,https://www.comune.casorateprimo.pv.it/
100,2023-07-18,Bus Casorate Primo,"Linee Movibus Z509, Z516, Z555
Linee 92, 164 Autoguidevia PV,",highway-bus-stop,45.31273247709463,9.015276702030983,"Via Cesare Battiti,  27022, Casorate Primo, PV", ,, ,"https://pavia.autoguidovie.it/
http://www.movibus.it/"
101,2023-07-18,Castello Visconteo,,"punctual-architectural-element,historical,religion",45.257546445221855,9.026217085251217,"Via Castello,  27021, Bereguardo, PV", ,, , 
102,2023-07-18,BUS Bereguardo,"Linee 92, 164 Autoguidevia PV,",highway-bus-stop,45.25828993224364,9.026894473714783,"Piazza Patrioti,  27021, Bereguardo, PV", ,800086567, ,https://pavia.autoguidovie.it/
103,2023-07-18,Bereguardo,"arrivo T07 e partenza T08. ,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",village,45.25814260663503,9.027365374705083,"Via Castello,  27021, Bereguardo, PV", ,382930362,protocollo@comune.bereguardo.pv.it,http://www.comune.bereguardo.pv.it/hh/index.php
104,2023-07-18,San Varese,Centro Abitato con possibilità di Pernottamento e ristorazione,village,45.23439401818712,9.050665921471456,"Loc. San Varese, 27020, Torre d'Isola, PV", ,382407021,info@comune.torredisola.pv.it,https://www.comune.torredisola.pv.it/it
105,2023-07-18,BUS San Varese,"Linea 92 Autoguidevia PV,",highway-bus-stop,45.23438180216457,9.050701045884017,"Loc. San Varese, 27020, Torre d'Isola, PV", ,800086567, ,https://pavia.autoguidovie.it/
106,2023-07-18,Torre d'Isola,Centro Abitato con Possibilità di ristorazione,village,45.21674360811655,9.077653543626512,"27020, Torre d'Isola, PV", ,382407021,info@comune.torredisola.pv.it,https://www.comune.torredisola.pv.it/it
107,2023-07-18,BUS Torre d'Isola,"Linea 92 Autoguidevia PV,",highway-bus-stop,45.21681868101818,9.077637858994565,"27020, Torre d'Isola, PV", ,800086567, ,https://pavia.autoguidovie.it/
108,2023-07-18,Massaua,"Linea 92 Autoguidevia PV,",highway-bus-stop,45.20409291359936,9.099751496838495,"Loc. Massaua, 27020, Torre d'Isola, PV", ,800086567, ,https://pavia.autoguidovie.it/
109,2023-07-18,Ponte Coperto,,ponte,45.1809245648813,9.1531988240783,"27100, Pavia, PV", ,, ,https://it.wikipedia.org/wiki/Ponte_Coperto_(Pavia)
110,2023-07-18, Duomo,"Cattedrale di Santo Stefano e Santa Maria,",religion,45.185303729529400,9.151610901598382,"Piazza del Duomo,  27100, Pavia, PV", ,38224251, ,http://www.parrocchiadelduomopavia.it/
111,2023-07-18,Basilica di San Michele Maggiore,"Chiesa romanica del XII secolo,",religion,45.18229366630212,9156783914745410,"Piazza S. Michele,  27100, Pavia, PV", ,382477691, ,http://www.sanmichelepavia.it/
112,2023-07-18,Castello Visconteo,"Castello Visconteo del XIV secolo, Centro Museale,",historical,45.191241204400875,9.159361024983333,"27100, Pavia, PV", ,382399770, ,https://museicivici.comune.pv.it/site/home/il-castello.html
113,2023-07-18,Torri di Via Luigi Porta,,punctual-architectural-element,45.18321642409034,9.158716598307633,"Via Luigi Porta,  27100, Pavia, PV", ,, ,https://it.wikipedia.org/wiki/Torri_di_Pavia
114,2023-07-18,Ospedale San Matteo di Pavia,"Policlinico Universitario IRCCS,",amenity-hospital,45.19661313980971,9.148883815340199,"Viale Camillo Golgi,  27100, Pavia, PV", ,391.16.20,urp@smatteo.pv.it,http://www.sanmatteo.org/site/home.html
115,2023-07-18,Ufficio Turistico Pavia,,tourist-information,45.185871073727064,9.154828126932255,"Piazza della Vittoria,  27100, Pavia, PV", ,382399790,touristinfopoint@comune.pv.it,https://www.comune.pv.it/site/home/aree-tematiche/cultura-turismo-e-sport/turismo/tourist-infopoint-pavia.html
116,2023-07-18,Stazione FS Pavia,,train-station,45.188777347027994,9.144878330679747,"Piazza della Stazione,  27100, Pavia, PV", ,, , 
