id,last_modified,name,description,poi_type,lat,lon,address_complete,capacity,contact_phone,contact_email,related_url
443,29/3/2023,Route 45,"Bar, Birreria, Paninoteca",bar,44.48066,9.11973,Via Scoffera 37A Davagna 16022 GE,,+39  327 786 9729,,https://www.facebook.com/BAR-ROUTE45-172181342842433/
444,29/3/2023,Sentiero Locale per W,"Sentiero Locale per W, IGNORARE & Dirigersi a s",crossroads,44.478350371277,9.12043005628515,,,,,
445,29/3/2023,Bivio per Sotocolle,"Incrocio con Sentiero Locale per Sottocolle and Sant'Alberto (S), IGNORARE & DIRIGERSI a NE",crossroads,44.4728255067012,9.12182060511107,,,,,
446,29/3/2023,Passo La Colla,Incrocio con SP20,"natural-saddle,crossroads",44.47954,9.13678,,,,,
447,29/3/2023,Colla dei Rossi,Incrocio con SP Scoffera and val Fontanabuona,crossroads,44.4794207196955,9.13688518598723,,,,,
448,29/3/2023,Colle della Casa,"Incrocio con Sentiero Locale per Gattorna (S), Segnavia Geometrici, IGNORARE & Dirigersi a N
Possibile salita al Monte Bragaglino e al Monte Lavagnola, per poi rentrare su E1 al Colle Nod del Monte Lavagnola",natural-saddle,44.4876098191076,9.15778871668284,,,,,
449,29/3/2023,Monte Bragaglino,,natural-peak,44.48828,9.15964,,,,,
450,29/3/2023,Monte Lavagnola,,natural-peak,44.49115,9.16296,,,,,
451,29/3/2023,Colle Nord Monte Lavagnola,"Incrocio con E7
Incrocio con Sentiero Locale per Torriglia, Sentiero Locale per vetta Monte Lavagnola",natural-saddle,44.49223,9.16279,,,,,
452,29/3/2023,Passo del Portello,Incrocio con SP21 per Torriglia (N) and Gattorna (S); procedere su SP 21 fino a Sella della Giasina,"natural-saddle,crossroads",44.4953570313353,9.17871722763218,,,,,
453,29/3/2023,Bivio per Neirone,"Incrocio con Sentiero Locale per Neirone (S), Segnavia Geometrici IGNORARE & Dirigersi a E",crossroads,44.4906564622502,9.18306998238624,,,,,
454,29/3/2023,Sella della Giassina,Imboco sentiero tappa 7,natural-saddle,44.4895244299393,9.18786218250368,,,,,
455,29/3/2023,Bivio per Barbagelata,"Incrocio coo SP 56 per Cicagna (S) Montebruno (N) e con Sentiero Locale per Cicagna e Neirone (S), Segnavia Geometrici IGNORARE & Dirigersi a NE verso Barbagelata
Memoriale 13 agosto 1944",crossroads,44.4784383483255,9.2366894537546,,12,,,
456,29/3/2023,Valico di Barbagelata,"SP56 Cicagna (S), Montebruno (N) ",crossroads,44.480593560832,9.24095924208241,Lorsica 16045 GE Barbagelata,,,,
457,29/3/2023,Bivacco Barbagelata,Rifugio non custodito,bivacco,44.48180,9.24227,Lorsica 16045 GE Barbagelata,,39 0185 95180,,https://www.cailiguria.it/AVML/portale/it/ospview4f1e.html?contentId=OSP1658
458,29/3/2023,Chiesa di Santa Maria del Creato,L'edificio originale del XVI sec fu distrutto da nazisti nel 1944; la nuova chiesa poco distante è del 1972,"religion,historical",44.48109,9.24253,,,+39 329 356 0553,,"https://it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_Regina_del_Creato,https://www.facebook.com/parrocchiadibarbagelata/?locale=it_IT"
459,29/3/2023,Passo della Scoglina,"Incrocio con Sentiero Locale per Acqua Pendente (S), Segnavia Geometrici IGNORARE & Dirigersi a E
Stradaé56 per Val d'Aveto (N), Val Fontanabuona (S)",natural-saddle,44.4724231077563,9.25018814700221,,,,,
460,29/3/2023,Passo di Pozzarelli,"Incrocio con Sentiero Locale per Favale di Malvaro (S), Segnavia Geometrici IGNORARE & Dirigersi a E",natural-saddle,44.4690150385424,9.2666137356926,,,,,
461,29/3/2023,Passo d'Arena,Passo d'Arena,natural-saddle,44.473098176003,9.27733464750285,,,,,
462,29/3/2023,Sella del Pertuso,"Incrocio con Sentiero Locale per Sbarbari (N), Segnavia Geometrici IGNORARE & Dirigersi a E",natural-saddle,44.4728198106634,9.28604371351117,,,,,
463,29/3/2023,Bivio per Monte Paglia,"Incrocio con Sentiero Locale per Monte Pagliaro and Priosa (E), Segnavia Geometrici IGNORARE & Dirigersi a S",crossroads,44.4721516347562,9.28839241513531,,,,,
464,29/3/2023,Casoni d'Arena,"Incrocio con Sentiero Locale per Ventarola (E), Segnavia Geometrici IGNORARE & Dirigersi a SE",crossroads,44.4659028227451,9.28883091193038,,,,,
465,29/3/2023,PassoVentarolaNord,"Incrocio con Sentiero Locale per Ventarola (N) or to Lorsica (W), Segnavia Geometrici IGNORARE & Dirigersi a SE",natural-saddle,44.4516553006664,9.28771243467981,,,,,
466,29/3/2023,Passo Ventarola Sud,"Incrocio con Sentiero Locale per 7 Passes Trail and Pianezza (SSE), Segnavia Geometrici IGNORARE & Dirigersi a SE",natural-saddle,44.4451902037603,9.29783296025571,,,,,
467,29/3/2023,Bocca di Feia,"Incrocio con Sentiero Locale per Parazzuolo (E) or to Pianezza (W), Segnavia Geometrici IGNORARE & Dirigersi a S",natural-saddle,44.4390517559859,9.30280504749324,,,,,
468,29/3/2023,Monte Ramaceto Ovest,"Incrocio con Sentiero Locale per San Colombano and Certenoli (S), Segnavia Geometrici IGNORARE & Dirigersi a NE …...",crossroads,44.432898492715,9.30683258177408,,,,,
469,29/3/2023,Monte Dente,Vetta,natural-peak,44.43337,9.30838,,,,,
470,29/3/2023,Monte Ramaceto,Vetta,natural-peak,44.43639,9.31559,,,,,
471,29/3/2023,Fo Du Driun,"Incrocio con Sentiero Locale per Prati di Mezzanego (SE), Segnavia Geometrici IGNORARE & Dirigersi a N",crossroads,44.4381193413802,9.3255847163414,,,,,
472,29/3/2023,Passo della Crocetta,"Incrocio con Sentiero Locale E and W, Segnavia Geometrici IGNORARE & Dirigersi a N",natural-saddle,44.4505408217827,9.32296032878365,,,,,
473,29/3/2023,Passo della Forcella,major road to Chiavari (S) and Rezzoaglio (N),natural-saddle,44.4627405464243,9.33516690027133,,,,,
474,29/3/2023,Passo del Bozale,"Incrocio con Sentiero Locale per Cbanne (NW) or Malanotte (S), Segnavia Geometrici IGNORARE & Dirigersi a NE",natural-saddle,44.4771859891872,9.35791593740399,,,,,
475,29/3/2023,Bivio per Farfarosa,"Incrocio con Sentiero Locale per Farfanosa (NW), Segnavia Geometrici IGNORARE & Dirigersi a E",crossroads,44.4843048950349,9.36769328232815,,,,,
476,29/3/2023,Passo delle Rocche (Passo Bisinella),"Incrocio con Sentiero Locale per Rezzoaglio (N) or Borzonasca (S), Segnavia Geometrici IGNORARE & Dirigersi a E",natural-saddle,44.4839846882246,9.37279121313673,,,,,
477,29/3/2023,Bivio per Farfarosa,"Incrocio con Sentiero Locale per Farfanosa (N), Segnavia Geometrici IGNORARE & Dirigersi a E",crossroads,44.4895879123796,9.38761131061857,,,,,
478,29/3/2023,Rifugio Monte degli Abeti,Bivacco ,bivacco,44.48939,9.39097,Rezzoaglio 16048 GE Passo delle Lame,,+39 338 16 29 347,ospitalita.altavia@gmail.com,https://www.cailiguria.it/AVML/portale/it/ospview3abe.html?contentId=OSP2204
479,29/3/2023,Cappella delle Lame,Incrocio con Sentiero Locale A7,religion,44.4893170062582,9.39083902169969,,,,,
480,29/3/2023,Passo delle Lame,Inizio tappa 10 ,natural-saddle,44.48941,9.39084,,,,,
481,29/3/2023,Bivio per Llaghi delle Agoraie,Incrocio con Sentiero Locale ,crossroads,44.4834960778943,9.42083029058283,,,,,
482,29/3/2023,Bivio per Lago delle Lame,Incrocio con Sentiero Locale per Anello A2 e Lago delle Lame (N) Segnavia Geometrici IGNORARE & Dirigersi a E,crossroads,44.4933146170373,9.39228985847188,,,,,
483,29/3/2023,Passo Prè De Lame,"Incrocio con Sentiero Locale per Magnasco (N) or Bertigaro (S), Segnavia Geometrici IGNORARE & Dirigersi a E",natural-saddle,44.4838145729176,9.42719042106232,,,,,
484,29/3/2023,Incrocio con Sentiero Locale,Incrocio con Sentiero Locale,crossroads,44.4806858964626,9.43726923696348,,,,,
485,29/3/2023,Incrocio con Sentiero Locale,Incrocio con Sentiero Locale,crossroads,44.4805594227962,9.44247779328815,,,,,
486,29/3/2023,fonte acqua,300 m N dal sentiero principale,natural-spring,44.48184,9.43914,,,,,
487,29/3/2023,Passo della Spingarda,"Incrocio con Sentiero Locale per Gramizza (N) e Rifugio Pratomollo e Prato sopra la Croce (S), Segnavia Geometrici IGNORARE & Dirigersi a E",natural-saddle,44.4762897733585,9.45525708303582,,,,,
488,29/3/2023,Rifugio Monte Aiona (Pratomollo),"Rifugio Apertura Stagionale; verificare, 20 min from the Pass",rifugio,4.47296,9.45914,,, +39 338 7759510,info@rifugiopratomollo.it,https://www.cailiguria.it/AVML/portale/it/www.rifugiopratomollo.it
489,29/3/2023,Bivio per Pratomollo,Sentiero Locale per il rifugio Pratomollo (SW),crossroads,44.4755183750175,9.46161079430569,,,,,
490,29/3/2023,Sella di Monte Nero,Sella di Monte Nero,natural-saddle,44.47987,9.46908,,,,,
491,29/3/2023,Passo dell'Incisa,"Incrocio con Sentiero Locale per Anello A5 e Rifugio Casermette del Penna (N) o Squeri (SE), Segnavia Geometrici IGNORARE & Dirigersi a SW",natural-saddle,44.4791758769188,9.48151136337552,,,,,
492,29/3/2023,Rifugio Casermette del Monte Penna,30 minutes from Passo dell'Incisa; return to E1 on the same path,"rifugio,bar,ristorante",44.48796,9.48652,Santo Stefano d'Avetp  16049  GE,,+39 0185 1676495,rifugiocasermettedelpenna@gmail.com,https://rifugiocasermettedelpenna.com/it/
493,29/3/2023,Passo dei Porcelletti,"Incrocio con Sentiero Locale per Prato Sopra la Croce (W), Segnavia Geometrici, IGNORARE & Dirigersi a S",natural-saddle,44.4687531085666,9.47030027548081,,,,,
494,29/3/2023,Passo della Scaletta,Incrocio con Sentiero Locale...,natural-saddle,44.4587724332683,9.46219925720107,,,,,
495,29/3/2023,Incrocio con Sentiero Locale,Incrocio con Sentiero Locale...,crossroads,44.4431913120574,9.45838962977611,,,,,
496,29/3/2023,Monte Orocco,Vetta,natural-peak,44.44096,9.45502,,,,,
497,29/3/2023,Incrocio 867,Incrocio con Sentiero Locale 867 to Santa Maria del Taro (SE) IGNORARE e proseguire cerso SW,crossroads,44.4537534189113,9.46367745012015,,,,,
498,29/3/2023,Passo dei Ghiffi,Incrocio con Sentiero Locale,natural-saddle,44.4383793766561,9.44575847297372,,,,,
499,29/3/2023,Byoass su SP21,"SP21; tratto di asfalto, scorciatoia (E) che riporta su AVML e E1 a Colla di Cave Nuzze",crossroads,44.4119954498659,9.44847098849151,,,,,
500,29/3/2023,Passo del Bocco,Main Road SP26bis to Parma (N) and Chiavari (S),natural-saddle,44.41532353626,9.44343435781782,,,,,
501,29/3/2023,shortcut Zatta 1,Shortcut to Monte Zatta di Levante and A10 ring (SE); Main E1 path gose SW,crossroads,44.4085365937444,9.44957888048867,,,,,
502,29/3/2023,Poggio Buenos Aires,Area Picnic,picnic-area,44.40268,9.44324,,,,,
503,29/3/2023,Monte Zatta di Ponente,Vetta,natural-peak,44.39605,9.44730,,,,,
504,29/3/2023,Monte Zatta Centrale,Vetta,natural-peak,44.39942,9.45582,,,,,
505,29/3/2023,Monte Zatta di Levante,Vetta,natural-peak,44.4016773472178,9.46086681982349,,,,,
506,29/3/2023,Passo Prato Pinello,termine del bypass per Monte Zatta di Levante,"crossroads,natural-saddle",44.40131,9.46485,,,,,
507,29/3/2023,Monte Prato Pinello,veta,natural-peak,44.4014825251571,9.46586424299212,,,,,
508,29/3/2023,Incrocio con Sentiero Locale per Arzeno,"Incrocio con Sentiero Locale per Arzeno (SE), Segnavia Geometrici IGNORARE & Dirigersi a NE",crossroads,44.4014204066951,9.46589095718609,,,,,
509,29/3/2023,cross CAI 114,"Incrocio con Sentiero Locale per Ponte Parano CAI 114 (SE), DIRIGERSI a NE",crossroads,44.4057313270208,9.47456462790052,,,,,
510,29/3/2023,Colla di Cave Nuzze,Incrocio con Sentiero Locale per Poggio della Marchesina CAI 113,"crossroads,natural-saddle",44.4096849643276,9.48555115600409,,,,,
511,29/3/2023,Colla Craiolo,SP 27 per Val di Vara,natural-saddle,44.4081627096778,9.49204137442106,,,,,
512,29/3/2023,Incrocio CAI 111,Incrocio con Sentiero Locale CAI 111 per La Pelosa (N) e Varese Ligure (S),crossroads,44.42503303328,9.56324106339208,,,,,
513,29/3/2023,Passo Chiapparino,"Incrocio con Sentiero Locale, E1 si dirige verso E",natural-saddle,44.426534932248,9.56885139469353,,,,,
514,29/3/2023,Incrocio con Sentiero Locale parallelo a E1,"Incrocio con Sentiero Locale parallelo a E1 (S), Segnavia Geometrici IGNORARE & Dirigersi a E",crossroads,44.4261183523722,9.5700474809131,,,,,
515,29/3/2023,Incrocio con Sentiero Locale,Incrocio con Sentiero Locale,crossroads,44.423899554593,9.61017380699631,,,,,
516,29/3/2023,Passo di Centocroci,SP 523r BorgoValDiTaro (N) and VareseLigure (S),natural-saddle,44.4216673059386,9.62334984035861,,,,,
517,29/3/2023,Passo dei Codognini,Incrocio con sentieri Locali (S) IGNORARE e dirigersi a N,natural-saddle,44.4171927907561,9.63146409231728,,,,,
518,29/3/2023,Passo Scassella,"Incrocio con Sentiero Locale CAI 112 to Caranza (S), IGNORARE e DIRIGERSI a E",crossroads,44.4110629380722,9.64423986599551,,,,,
519,29/3/2023,Passo di Caranza,Incrocio con Sentiero Locale CAI 849 to Folta,natural-saddle,44.4110522146761,9.64644267363035,,,,,
520,29/3/2023,Incrocio CAI 119,Incrocio CAI 119 per San Pietro Vara,crossroads,44.4007839471194,9.66188532261675,,,,,
521,29/3/2023,Passo della Cappelletta,"Inrocio con strada forestale per Passo dei Die Santi (chiusa al traffico)
incrocio con CAI 116 (SW) E1 prosegue verso S",natural-saddle,44.3990452553524,9.66332412605916,,,,,
522,29/3/2023,Incrocio sentiero locale,Incrocio sentiero locale,crossroads,44.3832361808367,9.66913162715315,,,,,
523,29/3/2023,Monte Gottero,vetta,natural-peak,44.363230043713,9.6784611595774,,,,,
524,29/3/2023,Incrocio sentiero locale,Incrocio con Sentiero Locale CAI 121 per Rio (S) IGNORARE e DIRIGERSI a E,crossroads,44.3625021402616,9.68069408059618,,,,,
525,29/3/2023,Foce dei Tre Confini,Incrocio con Sentiero Locale CAI 122 to Chiusola (S),natural-saddle,44.3658709960159,9.68677810888532,,,,,
526,29/3/2023,Foce Buscanca,"Incrocio con Sentiero Locale T8 to Case Maddalena (E.), IGNORARE e DIRIGERSI a N",crossroads,44.3771868571057,9.70558997918787,,,,,
527,29/3/2023,Incrocio sentiero locale,Incrocio con Sentiero Locale (N) IGNORARE e DIRIGERSI a E,crossroads,44.383860814179,9.74395387166173,,,,,
528,29/3/2023,Passo dei Due Santi,,natural-saddle,44.3897212134261,9.75243934140808,,,,,
