id,last_modified,code,name,description,poi_type,lat,lon,address_complete,related_url,contact_email,contact_phone
234,10/3/2023,,Porta Sant'Anna,Punto di riferimento storico,historical,42.41709,13.08057,Via del Ponte 4 Antrodoco 02013 Rieti ,,,
235,10/3/2023,,Palazzo Pallini,Albergo,hotel,42.41735,13.07949,Corso Roma  12 Antrodoco 02013 Rieti ,,,+39 3332721930
236,10/3/2023,,Museo della Città Lin Delija - Carlo Cesi,Museo d'arte,museum,42.41690,13.07805,Corso Roma  9 Antrodoco 02013 Rieti ,https://museoantrodoco.it,,+39 0746578185
237,10/3/2023,,Memoriale della battaglia di Antrodoco,Memoriale,historical,42.41615,13.07747,  Antrodoco 02013 Rieti ,,,
238,10/3/2023,,Ristorante Pizzeria Il Vecchio Mulino,Ristorante Pizzeria B&B,"b-and-b,ristorante",42.41702,13.08163,Via Marmorale  29 Antrodoco 02013 Rieti ,,,+39 0746578726
239,10/3/2023,,Antiche Bontà,Pizza da asporto,ristorante,42.41690,13.07865,Corso Roma  31 Antrodoco 02013 Rieti ,,,+39 3393774862
240,10/3/2023,,L'Osteria di Janus,Osteria,"ristorante,bar",42.41688,13.08012,Via Amiterno  70 Antrodoco 02013 Rieti ,,,+39 3317811833
241,10/3/2023,,Farmacia Sant'Anna,Farmacia,"pharmacy,pharmacy",42.41672,13.07822,Corso Roma  13 Antrodoco 02013 Rieti ,,,+39 0746578724
242,10/3/2023,,Panetteria Sant'Anna,Fornaio,shop-convenience,42.41678,13.08154,Bvia Marmorale  31 Antrodoco 02013 Rieti ,,,+39 0746578951
243,10/3/2023,,Bar Velino,Bar,bar,42.41634,13.08114,Via Marmorale  49 Antrodoco 02013 Rieti ,,,+39 3492105054
244,10/3/2023,,Bar Jolly di Fadda Pierluigi,Bar,bar,42.41481,13.08008,Via Marmorale  6 Antrodoco 02013 Rieti ,,,+39 0746580039
245,10/3/2023,,La bottega dei Sapori,Pizzeria,ristorante,42.41563,13.07687,Corso Roma  Antrodoco 02013 Rieti ,,,+39 3347674117
246,10/3/2023,,B&B Il Giardino,B&B,b-and-b,42.41486,13.08407,Viale Regina Margherita  10 Antrodoco 02013 Rieti ,,,+39 3939032745
247,10/3/2023,,Santa Maria Extra Moenia,Chiesa con Battistero,religion,42.41206,13.07370,Via della Stazione  Antrodoco 02013 Rieti ,,,+39 3314762896
248,10/3/2023,,Stazione Antrodoco Borgo Velino,Stazione,train-station,42.41007,13.07081,Via della Stazione  Antrodoco 02013 Rieti ,,,
249,10/3/2023,,Bar Haute Stocchi,Pasticceria,shop-convenience,42.40961,13.07183,Via Salaria  Antrodoco 02013 Rieti ,,,
