id,last_modified,code,name,address_complete,contact_phone,contact_email,related_url,capacity,lat,lon
30,19/05/2022,28,Agriturismo Il Gaggiolo,Strada Vallemaggiore 33 - Rispescia,+39 0564 405342,info@ilgaggiolo.it,https://www.ilgaggiolo.it,Posti letto: 15,42.6896697,11.1554097
31,19/05/2022,29,Agriturismo Il Gelsomino,Podere Santa Lucia Via del Barbicato 4 - Alberese,+39 0564 405133,info@ilgelsomino.com,https://www.ilgelsomino.com,Posti letto: 17,42.6953073,11.0926806
32,19/05/2022,30,Agriturismo Il Giuggiolo,"Strada della trappola, 31 - 58046 Marina di Grosseto",+39 0564400162,info@ilgiuggiolo.it,https://www.ilgiuggiolo.it,Posti letto: 4,42.7179183,11.0870573
33,19/05/2022,22,Agriturismo Il Laghetto,Via Aurelia Sud 130 - Loc. Valle Maggiore - Rispescia,+39 0564 405402,info@illaghetto.it,https://www.illaghetto.it,Posti letto: 28,42.7078782,11.1348419
34,19/05/2022,21,Agriturismo Il Leccio,Strada del Cerretale 101 - Alberese,+39 0564 407291,info@illeccio.it,https://www.agriturismoilleccio.com,Camere:8,42.6786654,11.105483
35,19/05/2022,109,Agriturismo Il Melograno di Banditella,"Strada Banditella 1, n 26 - Alberese",+39 0564 405544,info@agriturismoilmelograno.ue,https://www.agriturismoilmelograno.eu/,Posti letto: 12,42.6796236,11.1493691
36,19/05/2022,46,Agriturismo Il Migliarino,Str. di Vallemaggiore n. 86 - Alberese (GR),+39 0564 405108,info@ilmigliarino.it,https://www.ilmigliarino.it,Posti letto: 15,42.6878566,11.1582076
37,19/05/2022,78,Agriturismo Il Moro,"Strada Provinciale 59, 47, Podere sei busi - Alberese (GR)",+39 0564 407087,info@agriturismoilmoro.it,https://agriturismoilmoro.it/,Posti letto: 4,42.6658878,11.1070193
38,19/05/2022,3,Agriturismo La Fata,"Strada provinciale 59 n.51, Alberese",+39 0564 407162,info@agriturismolafata.it,https://www.agriturismolafata.it,Posti letto: 19,42.6658878,11.1070193
39,19/05/2022,63,Agriturismo La Fattoria,"Str. Provinciale n. 16, 64 - Grosseto",+39 0564 405144,info@agriturismolafattoria.eu,https://www.agriturismolafattoria.eu,Posti letto: 10,42.7635254,11.1123634
40,19/05/2022,13,Agriturismo La Marta,"Strada vicinale della Migliorina, 27, Loc. La Marta - Fonteblanda (GR)",+39 0564 885426,info@lamarta.it,https://www.lamarta.it,Posti letto: 17,42.5899505,11.1894617
41,19/05/2022,68,Agriturismo La Meridiana,"Strada del Sorbino, 42 - Alberese (GR)",+39 0564 407175,luciana@agriturismolameridiana.info,,,42.6768031,11.1135932
42,19/05/2022,57,Agriturismo La Poiana,"Località Vallemaggiore, 589 - Rispescia (Gr)",+39 0564 405301,info@agriturismopoiana.com,https://www.agriturismopoiana.com,,42.7028596,11.1605854
43,19/05/2022,53,Agriturismo La Rondine,Str. Vallemaggiore Pod. 25 - Rispescia (GR),+39 0564 405004,info@agriturismo-larondine.it,http://www.agriturismo-larondine.com/,Posti letto: 9,42.7015053,11.1579081
44,19/05/2022,8,Agriturismo La Sughera,"Strada Ponti Neri, 100- Alberese",+39 0564 407040,info@lasughera.com,https://www.lasughera.com,Posti letto: 12,42.6687453,11.1229594
45,19/05/2022,33,Agriturismo La Valentina,Località la Valentina 58010 Talamone (Gr),+39 0564 885355,info@agriturismolavalentina.com,http://www.agriturismolavalentina.com/,Posti letto: 33,42.5972399,11.148204
46,19/05/2022,33,Agriturismo Le due Ruote,"Strada Antica Dogana, 44 - Alberese (GR)",+39 0564 405361,info@agriturismoledueruote.it,http://www.agriturismoledueruote.it/,Posti letto: 36,42.7028193,11.1050154
47,19/05/2022,45,Agriturismo Le Frasche,Via del Molinaccio n. 2 58010 Alberese (GR),+39 320 8052736,info@lefrasche.it,https://www.lefrasche.it,Posti letto: 24,42.6677859,11.1118177
48,19/05/2022,73,Agriturismo Le Giunchilgie,"Str.del Mare, 51 - Alberese (GR)",+39 328 9065771,legiunchiglie@gmail.com,https://www.bioagriturismolegiunchiglie.com,,42.677112,11.072072
49,19/05/2022,19,Agriturismo Lo Stollo,"Strada di Vallemaggiore, 182 Rispescia",+39 0564 405174,momoscat@alice.it,http://www.lostollo.it/,Posti letto: 5,42.6952655,11.1672694
50,19/05/2022,99,Agriturismo Luna Ridens,"Strada provinciale 59 n.50, Alberese (Gr)",+39 329 3414025,agriturismo.lunaridens@gmail.com,,Posti letto:4,42.6658878,11.1070193
51,19/05/2022,6,Agriturismo Magnaboschi,"Strada Barbicato, 86- Alberese",+39 0564 405200,ancavall@gol.grosseto.it,https://www.magnaboschi.com,Posti letto: 19,42.691123,11.1190542
52,19/05/2022,6,Agriturismo Merano,"Strada Cerretale, 33 - Alberese",+39 3397893372,info@agriturismo-merano.com,http://www.agriturismo-merano.com/,Posti letto: 9,42.6789591,11.1052585
53,19/05/2022,85,Agriturismo Molinaccio,"Strada del Molinaccio, 42 - Alberese (GR)",+39 0564 407031,molinaccio42@tiscali.it,https://agriturismomolinaccio.it/,Posti letto: 9,42.6753869,11.1319009
54,19/05/2022,79,Agriturismo Monte Cengio,"Strada provinciale 59, n°52 - Alberese",+39 328 3997155,montecengio.info@gmail.com,,Posti letto: 6,42.6658878,11.1070193
55,19/05/2022,79,Agriturismo Natura Mare,"via Giorgioni, 303 - Alberese (GR)",+39 333 6095440,clearparente@alice.it,casavacanzanaturamare.it,Posti letto: 9,42.6675086,11.1080664
56,19/05/2022,76,Agriturismo Papaveri e Paperi,"S.S. 1, loc. Banditella, 28 - Alberese (GR)",+39 0564 407257,agriturismo@papaveriepaperi.it,,,42.5873217,11.1621641
57,19/05/2022,86,Agriturismo Pavin,"Via dei Magazzini, 72- Alberese (GR)",+39 324 825 3811,info@agripavin.it,,Posti letto: 18,42.6658878,11.1070193
58,19/05/2022,12,Agriturismo Pian di Barca,Strada Pian di Barca Principina a Mare (GR),+39 0564 25763,maremmando2013@gmail.com,https://www.piandibarca.com,Posti letto: 17,42.7030047,11.0821201
59,19/05/2022,25,Agriturismo Piave,"Podere Piave 2 - Str. Vicinale degli Olivi, 9 - Alberese",+39 0564 407206,piave2agriturismo@gmail.com,https://sites.google.com/site/agriturismopiave2alberese/,Posti letto: 6,42.6716492,11.1012532
60,19/05/2022,44,Azienda Podere Cirene,"via Giuncola, 36 58010 Rispescia (GR)",+39 0564 4050275,agriturismocirene@gmail.com,https://www.agriturismocirene.com,,42.7106685,11.122595
61,19/05/2022,66,Agriturismo Podere Isonzo,"Via Aurelia Antica, 91 - Alberese (GR)",+39 338 4562086,isonzo@ouverture.it,https://www.podereisonzo.it,,42.7466967,11.1096079
62,19/05/2022,64,Agriturismo Podere Montecorno,"Strada Ponti Neri, 67 - Alberese (GR)",+39 347 3351061,info@agriturismomontecorno.com,https://www.poderemontecorno.org,Posti letto: 16,42.66815570000001,11.1220833
63,19/05/2022,75,Agriturismo Podere Montenero,"Strada Magazzini, 38 - Alberese (GR)",+39 0564 407056,chiaracanton77@gmail.com,https://www.naturalmentetoscana.it,,42.684839,11.0955099
64,19/05/2022,83,Agriturismo Podere Pola,"Via del Sorbino, 2 - Alberese (GR)",+39 339 7297319,info@agriturismopola.it,https://agriturismopola.it/,Posti letto: 4,42.6722679,11.1024599
65,19/05/2022,91,Agriturismo Podere Sant'Antonio,"via Alberese Scalo, 15 - loc. Collecchio - Magliano in Toscana (GR)",+39 0564 597140,paolacensini68@gmail.com,https://www.poderesantantonio.info,Posti letto: 15,42.628637,11.14653
66,19/05/2022,70,Agriturismo Podere Sasso Rosso,Podere Sasso Rosso - Alberese (GR),+39 0564 407093,agrisassorosso@gmail.com,https://www.agrisassorosso.it/,,42.6569671,11.1166067
67,19/05/2022,71,Agriturismo Podere Timavo,"Antica Dogana, 66 - Alberese (GR)",+39 338 7443630,info@agriturismotimavo.net,https://www.agriturismotimavo.net,Posti letto: 7,42.7012486,11.1127751
68,19/05/2022,32,Agriturismo Podere Poggio degli Ulivi,"Strada Valle Maggiore, 174 58010 Rispescia (Gr)",+39 0564 405909,info@poggiodegliulivi.it,https://www.poggiodegliulivi.it,Posti letto: 12,42.69036060000001,11.1789794
69,19/05/2022,14,Agriturismo Pulledraia,"Via del Molinaccio, 10 - Alberese",+39 0564 407237,prenotazioni@pulledraia.it,https://www.pulledraia.it,Posti letto: 24,42.6676518,11.1117137
70,19/05/2022,50,Agriturismo Rombon,"Loc. Magazzini, 68 - Alberese (GR)",+39 347 7303110,info@rombon.it,https://www.rombon.it,Posti letto: 6,42.6658878,11.1070193
71,19/05/2022,65,Agriturismo Sagrado,"Via Ponti Neri, 113 - Alberese (GR)",+39 0564 405129,antonio.benetello@alice.it,,,42.68476099999999,11.1231734
72,19/05/2022,2,Agriturismo San Gabriele,"Strada Barbicato, 24 - Alberese",+39 0564 405203,info@agrisangabriele.it,https://www.agrisangabriele.it,Posti letto: 11,42.6940147,11.1068425
73,19/05/2022,23,Agriturismo Santa Annunziata,"Podere Santa Annunziata 247, Loc. valle Maggiore - Rispescia",+39 0564 405955,info@santaannunziata.it,https://www.santaannunziata.it,Posti letto: 8,42.7015053,11.1579081
74,19/05/2022,111,Agriturismo Santin Angelo,"Strada dei Magazzini, 50 (Alberese)",+39 335 5740486,nereo.sant@gmail.com,,Appartamenti: 3,42.6855911,11.0952728
75,19/05/2022,61,Agriturismo Severini,"Localita' Collecchio, 17 - Magliano in Toscana (GR)",+39 342 1483317,info@agriturismoseverini.com,https://www.agriturismoseverini.com,Posti letto: 8,42.628637,11.14653
76,19/05/2022,35,Agriturismo Stella Blu,"Loc. Banditella 2, 14 - Alberese (Gr)",+39 0564 405140,info@stellablu.net,https://www.stellablu.net,Posti letto: 8,42.6719867,11.1437295
77,19/05/2022,60,Agriturismo Tenuta Agricola dell'Uccellina Giobatta,"Località Collecchio, 38 - Magliano in Toscana (GR)",+39 0564 597104,info@tenutauccellina.it,http://www.tenutauccellina.it/,,42.628637,11.14653
78,19/05/2022,59,Agriturismo Tenuta Agricola dell'Uccellina Giulia,"Località Collecchio, 38 - Magliano in Toscana (GR)",+39 0564 597104,info@tenutauccellina.it,http://www.tenutauccellina.it/,,42.628637,11.14653
79,19/05/2022,34,Agriturismo Tenuta San Carlo,"Strada Prov. 40 della Trappola, 147/a, 58100 Grosseto",+39 0564 31016,agriturismo@tenutasancarlo.com,https://www.tenutasancarlo.com,Posti letto: 25,42.7635254,11.1123634
80,19/05/2022,26,Agriturismo Ternova,"Via Valle Giardino, 23 - Alberese",+39 0564 407306,info@agriturismoternova.it,http://www.agriturismoternova.it/,Posti letto. 5,42.6646833,11.1309279
81,19/05/2022,87,Agriturismo Terre Regionali Toscane,loc. Spergolaia 58100 - Alberese (GR),+39 0564 407100,agriturismo@alberese.com,http://www.alberese.com/,,42.6747882,11.088665
82,19/05/2022,20,Agriturismo Tolmezzo,"via del Barbicato, Alberese",+39 0564 405222,agriturismo.tolmezzo@linkwave.eu,https://www.agriturismotolmezzo.it,Posti letto:8,42.6944592,11.1042735
83,19/05/2022,47,Agriturismo Torri Basse,"Loc. Collecchio - Fonteblanda
 Podere la Sughera, 10 - Magliano in Toscana (GR)",+39 0564 597133,info@torribasse.it,http://www.torribasse.it/,Posti letto:18,42.5654767,11.1701227
84,19/05/2022,52,Agriturismo Turin,"Str. del Barbicato, Podere San Michele - Alberese (GR)",+39 0564 405050,angelapadovan@virgilio.it,https://www.agriturismoturin.it,Posti letto:10,42.6944592,11.1042735
85,19/05/2022,37,Agriturismo Vallarsa,Loc. strada antica dogana 74 58010 Alberese (Gr),+39 0564 405159,info@agriturismovallarsa.it,http://agriturismovallarsa.it/,Posti letto. 12,42.7005298,11.1160694
86,19/05/2022,54,Agriturismo Vallechiara,"Strada Vicinale delle Casacce, 5 - Talamone (GR)",+39 0564 885617,agriturismovallechiara@alice.it,http://www.agriturismovallechiara.it/,Posti letto:8,42.5713564,11.1470794
87,19/05/2022,92,Agriturismo Valle Giardino,"via Valle Giardino, 6 - Alberese (GR)",+39 347 7902276,f.maggiotto@alice.it ,https://www.colberetta.it,Posti letto:12,42.6583637,11.1182783
88,19/05/2022,17,Agriturismo Valsugana,"Strada Ponti Neri, 131/133 - Alberese",+39 320 7079170,AgriturismoValsugana@libero.it,,Posti letto:8,42.68476099999999,11.1231734
89,19/05/2022,84,Agriturismo Volta di Sacco,"Str. Volta di Sacco, Pratini Bassi, Grosseto",+39 06 9981018,info@voltadisacco.it,https://www.voltadisacco.com/,Posti letto:11,42.72405,11.1363111
90,19/05/2022,97,Alberese Vacanze,"Via del Buttero, 4 - Alberese (GR)",+39 347 7256155,info@alberesevacanze.it,https://www.alberesevacanze.it,Appartamenti:15,42.6702559,11.1068911
91,19/05/2022,88,Agriturismo Col Moschin,"Strada Provinciale 59, 41 58100 - Alberese (GR)",+39 328 7488527,federica.duchini@libero.it,,,42.6658878,11.1070193
92,19/05/2022,107,Da Rita Vendita prodotti Agricoli Aziendali,"Via del Barbicato, 54 - Alberese",+39 338 4455801,postatablet931@gmail.com,,,42.6936138,11.1066329
93,19/05/2022,72,Agriturismo Doberdò,"Str.Provinciale 59, Podere Doberdò, 88 - Alberese(GR)",+39 347 3394239,zellastefano@gmail.com,,,42.6658878,11.1070193
94,19/05/2022,100,La Bottega di Alberese,Via dell'Artigliere 1/4- Alberese (GR),+39 0564 407265,bottegadialberese@gmail.com,,,42.6674108,11.1061341
95,19/05/2022,9,La Bottega Maremmana,"Via del Bersagleire, Alberese(GR)",+39 366 4491172,clearparente@alice.it,,,42.6691723,11.1041296
96,19/05/2022,16,La Valentina Nuova,"Strada vicinale della Valentina,10, Talamone (Orbetello)",+39 347 4751811,paola@lavalentinanuova.com,https://www.lavalentinanuova.com,Posti letto: 14,42.573583,11.1561422
97,19/05/2022,110,Le Villette di Cate,"Strada dei Ponti Neri, 67, Alberese",+39 3518195997,info@levillettedicate.it,https://www.levillettedicate.it,,42.66815570000001,11.1220833
98,19/05/2022,93,Agriturismo Monfenera,"Str. dei Ponti Neri, podere Monfenera - Alberese (GR)",+39 0564 407030,paoloallegro66@yahoo.it,https://monfeneraagriturismo.it/,Posti letto: 8,42.6677305,11.1241558
99,19/05/2022,77,Agriturismo Ortigara,Strada Magazzini - Alberese (GR),+39 0564 407192,ortigara.saa@gmail.com,,,42.6831897,11.0961274
100,19/05/2022,58,Agriturismo Oslavia,"Str. Provinciale 59, km. 9, 54/56 - Alberese (GR)",+39 0564 407116,info@alberese.net,https://www.alberese.net,Posti letto: 18,42.6658878,11.1070193
101,19/05/2022,102,Poggiolivi Country House,"Loc. Cupi 11, Magliano in Toscana (Gr)",+39 339 6270344,info@poggiolivi.it,https://www.poggiolivi.it,Camere: 3,42.6553305,11.1500293
102,19/05/2022,94,Punto Ristoro La Papaya,Centro Servizi in loc. Marina di Alberese (GR),+39 0564 405988,gianemaud@teletu.it,,,42.6491965,11.0358349
103,19/05/2022,90,Punto ristoro La Viola,Centro Servizi in loc. Marina di Alberese (GR),+39 335 7066047,antoniolomartire@alice.it,,,42.6491965,11.0358349
104,19/05/2022,9,Agriturismo Redipuglia,"Via Aurelia Antica, 31 - Alberese",+39 0564 407041,info@agriturismoredipuglia.com,https://www.agriturismoredipuglia.com,Posti letto: 14,41.887374,12.457677
105,19/05/2022,114,Residenza CAV L'ulivo,"Via del Buttero, 2 - Alberese (GR)",+39 334 3665767,paolamartina88@hotmail.it,,,42.6698825,11.1067147
106,19/05/2022,89,Agriturismo Val dei Correnti,"S.P. 59,67/a 58100 - Alberese (GR)",+39 339 2922132,agr.valdeicorrenti@gmail.com,,Posti letto: 4,42.6658878,11.1070193
107,19/05/2022,115 Eccellenza ambientale,"Agriturismo ""Tramonto in Maremma""",Strada Provinciale n.59 civ.52 - Alberese,+39 340 3040502,fiorinisabina78@gmail.com ,,,42.6658878,11.1070193
108,19/05/2022,116 Eccellenza ambientale,"Agriturismo ""San Pier D'Isonzo""",Strada del Barbicato n.13 - Alberese,+39 340 3040502,nicoladiscepoli96@gmail.com,,,42.6960989,11.0926242
